Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2021);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
22932;13399;"Law Library Journal";journal;"00239283";"American Association of Law Libraries";No;No;0,125;Q4;20;10;46;1514;14;44;0,21;151,40;66,67;0;United States;Northern America;"American Association of Law Libraries";"1978, 1987-2025";"Law (Q4); Library and Information Sciences (Q4)";"Social Sciences"
22933;19900193838;"Leather and Footwear Journal";journal;"15834433";"Institute National Cercetare-Dezvoltare Textiles Pielarie";No;No;0,125;Q4;12;21;101;519;36;101;0,36;24,71;51,47;0;Romania;Eastern Europe;"Institute National Cercetare-Dezvoltare Textiles Pielarie";"2010-2025";"Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Industrial and Manufacturing Engineering (Q4)";"Chemical Engineering; Chemistry; Engineering"
22934;18737;"Managed Care";journal;"10623388";"MediMedia USA Inc.";No;No;0,125;Q4;27;0;414;0;38;316;0,06;0,00;0,00;0;United States;Northern America;"MediMedia USA Inc.";"1994-2019";"Health Policy (Q4); Public Health, Environmental and Occupational Health (Q4)";"Medicine"
22935;21100902606;"Media e Jornalismo";journal;"16455681, 21835462";"Instituto de Comunicacao da NOVA";Yes;Yes;0,125;Q4;7;27;98;997;21;94;0,15;36,93;56,82;0;Portugal;Western Europe;"Instituto de Comunicacao da NOVA";"2018-2025";"Communication (Q4)";"Social Sciences"
22936;19700201451;"Medical Journal of Bakirkoy";journal;"13059319, 13059327";"Galenos Publishing House";No;No;0,125;Q4;11;50;201;1367;51;197;0,23;27,34;48,98;0;Turkey;Middle East;"Galenos Publishing House";"2011-2025";"Medicine (miscellaneous) (Q4)";"Medicine"
22937;110087;"Mikrobiolohichnyi Zhurnal";journal;"10280987, 26169258";"Zabolotny Institute of Microbiology and Virology, NAS of Ukraine";No;No;0,125;Q4;14;60;166;2041;71;166;0,43;34,02;65,73;0;Ukraine;Eastern Europe;"Zabolotny Institute of Microbiology and Virology, NAS of Ukraine";"1993-2025";"Biotechnology (Q4); Immunology (Q4); Microbiology (Q4); Microbiology (medical) (Q4); Molecular Biology (Q4); Virology (Q4)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
22938;21100824612;"Oftalmologiya";journal;"18165095, 25000845";"Ophthalmology Publishing Group";Yes;Yes;0,125;Q4;11;152;277;4266;115;277;0,37;28,07;62,04;0;Russian Federation;Eastern Europe;"Ophthalmology Publishing Group";"2017-2025";"Ophthalmology (Q4)";"Medicine"
22939;21100790705;"Onkourologiya";journal;"19961812, 17269776";"ABV-press Publishing House";Yes;No;0,125;Q4;7;79;226;2019;77;214;0,35;25,56;36,27;1;Russian Federation;Eastern Europe;"ABV-press Publishing House";"2005-2008, 2016-2025";"Nephrology (Q4); Oncology (Q4); Radiology, Nuclear Medicine and Imaging (Q4); Surgery (Q4); Urology (Q4)";"Medicine"
22940;21100206246;"Orientation Scolaire et Professionnelle";journal;"02496739, 21043795";"Inetop-Cnam";No;No;0,125;Q4;8;32;78;1085;9;72;0,15;33,91;72,58;0;France;Western Europe;"Inetop-Cnam";"2011-2025";"Developmental and Educational Psychology (Q4); Education (Q4); Social Psychology (Q4)";"Psychology; Social Sciences"
22941;22932;"Pakistan Development Review";journal;"00309729";"Pakistan Institute of Development Economics";No;No;0,125;Q4;38;24;59;679;22;57;0,34;28,29;31,71;0;Pakistan;Asiatic Region;"Pakistan Institute of Development Economics";"1964, 1966, 1969, 1973-2012, 2014-2025";"Development (Q4); Geography, Planning and Development (Q4)";"Social Sciences"
22942;21100197731;"Revista Catalana d'Ornitologia";journal;"16974697, 23403764";"Institut Catala d'Ornitologia";No;No;0,125;Q4;8;6;26;289;6;21;0,25;48,17;9,52;0;Spain;Western Europe;"Institut Catala d'Ornitologia";"2011-2025";"Animal Science and Zoology (Q4); Ecology, Evolution, Behavior and Systematics (Q4)";"Agricultural and Biological Sciences"
22943;21962;"Revista de la Sociedad Espanola del Dolor";journal;"22546189, 11348046";"Ediciones Doyma, S.L.";Yes;No;0,125;Q4;19;64;206;1885;49;136;0,28;29,45;41,32;0;Spain;Western Europe;"Ediciones Doyma, S.L.";"1999-2024";"Anesthesiology and Pain Medicine (Q4)";"Medicine"
22944;8500153130;"Revista Espanola de Cardiologia Suplementos";journal;"15792250, 11313587";"Ediciones Doyma, S.L.";No;No;0,125;Q4;14;5;41;269;14;39;0,34;53,80;14,29;0;Spain;Western Europe;"Ediciones Doyma, S.L.";"2004-2017, 2019-2023";"Cardiology and Cardiovascular Medicine (Q4)";"Medicine"
22945;20265;"Revista Facultad de Medicina";journal;"23573848, 01200011";"Universidad Nacional de Colombia";Yes;Yes;0,125;Q4;17;66;270;2346;97;251;0,28;35,55;42,08;2;Colombia;Latin America;"Universidad Nacional de Colombia";"1945-1949, 1951-1966, 1972-1974, 2007-2025";"Medicine (miscellaneous) (Q4)";"Medicine"
22946;17700156406;"Revue Internationale de Droit Economique";journal;"10108831, 17821525";"De Boeck Supérieur";No;No;0,125;Q4;9;19;60;797;12;59;0,23;41,95;50,00;0;Belgium;Western Europe;"De Boeck Supérieur";"2001-2024";"Business and International Management (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Law (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
22947;21100829707;"Russkii Zhunal Detskoi Nevrologii";journal;"20738803, 24129178";"ABV-press Publishing House";Yes;Yes;0,125;Q4;5;20;65;407;6;65;0,07;20,35;61,22;0;Russian Federation;Eastern Europe;"ABV-press Publishing House";"2017-2025";"Neurology (clinical) (Q4); Pediatrics, Perinatology and Child Health (Q4)";"Medicine"
22948;14774;"Sante Mentale au Quebec";journal;"17083923, 03836320";"";No;No;0,125;Q4;15;31;62;1792;16;54;0,16;57,81;53,06;1;Canada;Northern America;"";"1990-1998, 2004-2025";"Clinical Psychology (Q4); Medicine (miscellaneous) (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
22949;21100851482;"Statistica e Applicazioni";journal;"18246672, 22836659";"Vita e Pensiero";No;No;0,125;Q4;12;1;21;44;3;19;0,07;44,00;33,33;0;Italy;Western Europe;"Vita e Pensiero";"2003-2022";"Statistical and Nonlinear Physics (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Mathematics; Physics and Astronomy"
22950;19400156820;"Tijdschrift voor Communicatiewetenschap";journal;"18757286, 13846930";"Amsterdam University Press";No;No;0,125;Q4;9;20;55;544;8;37;0,09;27,20;47,22;0;Netherlands;Western Europe;"Amsterdam University Press";"2008-2025";"Communication (Q4)";"Social Sciences"
22951;87708;"University of Toronto Medical Journal";journal;"19135440, 08332207";"University of Toronto";Yes;No;0,125;Q4;8;56;104;1556;17;62;0,19;27,79;45,80;0;Canada;Northern America;"University of Toronto";"1945-1950, 1960-1961, 1972-1978, 2011-2026";"Medicine (miscellaneous) (Q4)";"Medicine"
22952;63118;"Yerbilimleri/ Earth Sciences";journal;"13012894, 26872978";"Hacettepe Universitesi Yerbilmleri";No;No;0,125;Q4;17;15;38;555;12;38;0,29;37,00;26,09;0;Turkey;Middle East;"Hacettepe Universitesi Yerbilmleri";"1980-1982, 1984, 1996-1999, 2001-2025";"Ecology, Evolution, Behavior and Systematics (Q4); Geology (Q4); Paleontology (Q4); Stratigraphy (Q4)";"Agricultural and Biological Sciences; Earth and Planetary Sciences"
22953;110577;"IEEE International Professional Communication Conference";conference and proceedings;"2158091X, 21581002";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,125;-;23;28;152;479;47;148;0,25;17,11;58,54;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1995-1997, 1999-2013, 2015-2025";"Communication; Engineering (miscellaneous)";"Engineering; Social Sciences"
22954;16100154760;"Athenaeum";journal;"00046574";"Universita degli Studi di Pavia, Facolta di Lettere";No;No;0,124;Q2;13;50;74;1633;21;70;0,37;32,66;31,91;0;Italy;Western Europe;"Universita degli Studi di Pavia, Facolta di Lettere";"2002-2015, 2017-2025";"Classics (Q2); Literature and Literary Theory (Q2); History (Q3)";"Arts and Humanities"
22955;18800156744;"Australian Literary Studies";journal;"18376479, 00049697";"Australian Literary Studies";No;No;0,124;Q2;9;24;52;826;4;52;0,04;34,42;42,31;0;Australia;Pacific Region;"Australian Literary Studies";"2002-2025";"Literature and Literary Theory (Q2)";"Arts and Humanities"
22956;13908;"Configurations";journal;"10806520, 10631801";"Johns Hopkins University Press";No;No;0,124;Q2;31;22;68;308;32;53;0,57;14,00;66,67;0;United States;Northern America;"Johns Hopkins University Press";"1993-1994, 1996-2001, 2004-2025";"Literature and Literary Theory (Q2); Philosophy (Q3); Health (social science) (Q4)";"Arts and Humanities; Social Sciences"
22957;5700156985;"English Studies in Africa";journal;"00138398, 19438117";"Routledge";No;No;0,124;Q2;15;25;62;437;18;57;0,16;17,48;33,33;0;United Kingdom;Western Europe;"Routledge";"1958-2026";"Literature and Literary Theory (Q2)";"Arts and Humanities"
22958;21100904556;"International Journal of Korean History";journal;"25085921, 15982041";"Center for Korean History,Korea University";Yes;Yes;0,124;Q2;4;16;45;627;5;43;0,13;39,19;20,00;0;South Korea;Asiatic Region;"Center for Korean History,Korea University";"2018-2025";"Literature and Literary Theory (Q2); Cultural Studies (Q3); History (Q3)";"Arts and Humanities; Social Sciences"
22959;19700170139;"International Research in Children's Literature";journal;"17556198, 17556201";"Edinburgh University Press";No;No;0,124;Q2;14;26;37;720;8;34;0,09;27,69;76,67;0;United Kingdom;Western Europe;"Edinburgh University Press";"2008-2025";"Literature and Literary Theory (Q2)";"Arts and Humanities"
22960;21100897743;"Journal of Chinese Humanities";journal;"23521333, 23521341";"Brill Academic Publishers";Yes;Yes;0,124;Q2;5;19;33;395;3;29;0,05;20,79;33,33;0;Netherlands;Western Europe;"Brill Academic Publishers";"2014-2025";"Literature and Literary Theory (Q2); Cultural Studies (Q3); History (Q3); Philosophy (Q3)";"Arts and Humanities; Social Sciences"
22961;6500153152;"Medium Aevum";journal;"00258385";"Society for the Study of Mediaeval Languages and Literature";No;No;0,124;Q2;13;16;49;1112;9;49;0,21;69,50;43,75;0;United Kingdom;Western Europe;"Society for the Study of Mediaeval Languages and Literature";"2002-2021";"Literature and Literary Theory (Q2); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
22962;21101056439;"Music and the Moving Image";journal;"21678464, 19407610";"University of Illinois Press";No;No;0,124;Q2;4;10;20;273;4;19;0,20;27,30;36,36;0;United States;Northern America;"University of Illinois Press";"2019-2021";"Visual Arts and Performing Arts (Q2); Music (Q3); Communication (Q4)";"Arts and Humanities; Social Sciences"
22963;5800211823;"SEL - Studies in English Literature";journal;"00393657, 15229270";"Johns Hopkins University Press";No;No;0,124;Q2;22;29;104;1390;22;102;0,24;47,93;58,62;0;United States;Northern America;"Johns Hopkins University Press";"2002-2022, 2024-2025";"Literature and Literary Theory (Q2)";"Arts and Humanities"
22964;15600154702;"Alpha";journal;"07182201, 07164254";"Universidad de los Lagos";Yes;Yes;0,124;Q3;14;41;112;1073;20;96;0,09;26,17;48,84;0;Chile;Latin America;"Universidad de los Lagos";"2008-2024";"Arts and Humanities (miscellaneous) (Q3)";"Arts and Humanities"
22965;21100404962;"Anales de Arqueologia Cordobesa";journal;"11309741";"Dr. Desiderio Vaquerizo Gil";No;No;0,124;Q3;5;0;31;0;6;31;0,22;0,00;0,00;0;Spain;Western Europe;"Dr. Desiderio Vaquerizo Gil";"2012, 2014-2019";"Archeology (Q3); Archeology (arts and humanities) (Q3)";"Arts and Humanities; Social Sciences"
22966;21100810717;"Analiza i Egzystencja";journal;"17349923, 23007621";"Wydawnictwo Naukowe Uniwersytetu Szczecinskiego";Yes;Yes;0,124;Q3;4;20;60;932;7;60;0,08;46,60;39,13;0;Poland;Eastern Europe;"Wydawnictwo Naukowe Uniwersytetu Szczecinskiego";"2016-2025";"Philosophy (Q3)";"Arts and Humanities"
22967;21100825856;"Arenal";journal;"11346396";"Universidad de Granada";Yes;Yes;0,124;Q3;7;24;88;909;20;88;0,22;37,88;74,07;3;Spain;Western Europe;"Universidad de Granada";"2017-2025";"Cultural Studies (Q3); History (Q3); Gender Studies (Q4)";"Arts and Humanities; Social Sciences"
22968;21100829240;"British Catholic History";journal;"20557973, 20557981";"Cambridge University Press";No;No;0,124;Q3;7;10;26;483;10;26;0,41;48,30;40,00;0;United Kingdom;Western Europe;"Cambridge University Press";"2015-2025";"History (Q3); Religious Studies (Q3)";"Arts and Humanities"
22969;21101039834;"Eidos: A Journal for Philosophy of Culture";journal;"2544302X";"University of Warsaw";Yes;Yes;0,124;Q3;6;43;135;824;19;115;0,10;19,16;25,71;0;Poland;Eastern Europe;"University of Warsaw";"2017-2025";"Cultural Studies (Q3); Philosophy (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
22970;26793;"Hispania Sacra";journal;"0018215X, 19884265";"CSIC Consejo Superior de Investigaciones Cientificas";Yes;Yes;0,124;Q3;11;44;117;2327;20;115;0,17;52,89;34,78;0;Spain;Western Europe;"CSIC Consejo Superior de Investigaciones Cientificas";"1987, 1999, 2001, 2009-2025";"History (Q3); Religious Studies (Q3)";"Arts and Humanities"
22971;21100305346;"Jahrbuch fur Europaische Ethnologie";book series;"1868131X";"Brill Academic Publishers";No;No;0,124;Q3;5;0;44;0;1;29;0,04;0,00;0,00;0;Germany;Western Europe;"Brill Academic Publishers";"2011-2020, 2023, 2025";"Cultural Studies (Q3); Anthropology (Q4)";"Social Sciences"
22972;21100276782;"Journal of European Integration History";journal;"09479511";"Nomos Verlagsgesellschaft mbH und Co KG";No;No;0,124;Q3;7;16;51;959;10;45;0,17;59,94;18,75;8;Germany;Western Europe;"Nomos Verlagsgesellschaft mbH und Co KG";"2013-2025";"History (Q3); Political Science and International Relations (Q4)";"Arts and Humanities; Social Sciences"
22973;21100894628;"Journal of Historical Research in Music Education";journal;"15366006, 23282525";"SAGE Publications Ltd";No;No;0,124;Q3;6;10;30;0;4;25;0,16;0,00;33,33;0;United States;Northern America;"SAGE Publications Ltd";"2008-2011, 2013-2026";"History (Q3); Music (Q3); Education (Q4)";"Arts and Humanities; Social Sciences"
22974;17054;"Journal of the Malaysian Branch of the Royal Asiatic Society";journal;"21804338, 01267353";"Malaysian Branch of the Royal Asiatic Society";No;No;0,124;Q3;9;22;65;810;8;57;0,06;36,82;21,43;0;Malaysia;Asiatic Region;"Malaysian Branch of the Royal Asiatic Society";"1972-1973, 1975-1976, 1988, 2010-2025";"Cultural Studies (Q3); History (Q3); Geography, Planning and Development (Q4)";"Arts and Humanities; Social Sciences"
22975;8000153148;"Kriterion (Brazil)";journal;"19815336, 0100512X";"Universidade de Minas Gerais";Yes;Yes;0,124;Q3;7;50;107;1737;8;107;0,11;34,74;12,77;0;Brazil;Latin America;"Universidade de Minas Gerais";"2007-2025";"Philosophy (Q3)";"Arts and Humanities"
22976;15976;"Mariner's Mirror";journal;"00253359, 2049680X";"Taylor and Francis Ltd.";No;No;0,124;Q3;16;36;105;650;8;64;0,07;18,06;8,33;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1911-1914, 1919-2025";"History (Q3); Oceanography (Q4)";"Arts and Humanities; Earth and Planetary Sciences"
22977;23642;"Oregon Historical Quarterly";journal;"00304727";"Oregon Historical Society";No;No;0,124;Q3;10;29;75;1487;14;57;0,20;51,28;48,57;0;United States;Northern America;"Oregon Historical Society";"1968, 1970, 1974, 1979, 1983, 2000, 2002-2025";"History (Q3)";"Arts and Humanities"
22978;21100943527;"Philosophy of Music Education Review";journal;"10635734, 15433412";"Indiana University Press";No;No;0,124;Q3;9;13;29;438;23;25;0,79;33,69;38,46;0;United States;Northern America;"Indiana University Press";"2019-2025";"Music (Q3); Philosophy (Q3); Education (Q4)";"Arts and Humanities; Social Sciences"
22979;21100236610;"Rechtsgeschichte";journal;"16194993, 21959617";"Klostermann";Yes;Yes;0,124;Q3;11;81;190;1428;10;170;0,04;17,63;34,52;0;Germany;Western Europe;"Klostermann";"2011-2025";"History (Q3); Law (Q4)";"Arts and Humanities; Social Sciences"
22980;24287;"Reviews in American History";journal;"00487511, 10806628";"Johns Hopkins University Press";No;No;0,124;Q3;9;22;37;393;6;36;0,24;17,86;26,09;0;United States;Northern America;"Johns Hopkins University Press";"1975-1983, 1985-1987, 1989-1990, 1992-1994, 1996-2008, 2010-2025";"History (Q3); Medicine (miscellaneous) (Q4)";"Arts and Humanities; Medicine"
22981;21100782426;"Revista de Historia da Sociedade e da Cultura";journal;"16452259";"University of Coimbra";Yes;Yes;0,124;Q3;5;15;74;464;7;62;0,10;30,93;31,58;0;Portugal;Western Europe;"University of Coimbra";"2014-2025";"History (Q3)";"Arts and Humanities"
22982;14500154747;"Revista Musical Chilena";journal;"07176252, 07162790";"Universidad de Chile";Yes;Yes;0,124;Q3;8;36;70;923;5;61;0,09;25,64;31,71;0;Chile;Latin America;"Universidad de Chile";"2007-2024";"Cultural Studies (Q3); Music (Q3)";"Arts and Humanities; Social Sciences"
22983;5700165095;"Revolutionary Russia";journal;"17437873, 09546545";"Routledge";No;No;0,124;Q3;10;13;42;493;18;38;0,35;37,92;15,38;0;United Kingdom;Western Europe;"Routledge";"1988-2025";"History (Q3)";"Arts and Humanities"
22984;21100923890;"Studi Culturali";journal;"1824369X, 26120917";"Societa Editrice Il Mulino";No;No;0,124;Q3;4;33;48;1666;7;47;0,15;50,48;53,66;0;Italy;Western Europe;"Societa Editrice Il Mulino";"2019-2025";"Arts and Humanities (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
22985;5600152947;"Telos";journal;"1940459X, 00906514";"Telos Press Publishing";No;No;0,124;Q3;13;65;135;1291;21;122;0,11;19,86;20,45;0;United States;Northern America;"Telos Press Publishing";"2010-2025";"Cultural Studies (Q3); Philosophy (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
22986;27853;"Toronto Journal of Theology";journal;"08269831, 19186371";"University of Toronto Press";No;No;0,124;Q3;7;37;66;634;12;60;0,16;17,14;16,67;0;Canada;Northern America;"University of Toronto Press";"1990, 2011-2025";"Religious Studies (Q3)";"Arts and Humanities"
22987;19700188600;"Activitas Nervosa Superior";journal;"18029698";"Springer International Publishing AG";No;No;0,124;Q4;13;0;66;0;25;64;0,38;0,00;0,00;0;Switzerland;Western Europe;"Springer International Publishing AG";"2008-2020";"Behavioral Neuroscience (Q4); Biological Psychiatry (Q4); Cognitive Neuroscience (Q4); Neurology (Q4); Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Neuroscience"
